District code,State name,District name,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Main_Workers,Marginal_Workers,Non_Workers,Cultivator_Workers,Agricultural_Workers,Household_Workers,Other_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Households_with_Bicycle,Households_with_Car_Jeep_Van,Households_with_Radio_Transistor,Households_with_Scooter_Motorcycle_Moped,Households_with_Telephone_Mobile_Phone_Landline_only,Households_with_Telephone_Mobile_Phone_Mobile_only,Households_with_TV_Computer_Laptop_Telephone_mobile_phone_and_Scooter_Car,Households_with_Television,Households_with_Telephone_Mobile_Phone,Households_with_Telephone_Mobile_Phone_Both,Condition_of_occupied_census_houses_Dilapidated_Households,Households_with_separate_kitchen_Cooking_inside_house,Having_bathing_facility_Total_Households,Having_latrine_facility_within_the_premises_Total_Households,Ownership_Owned_Households,Ownership_Rented_Households,Type_of_bathing_facility_Enclosure_without_roof_Households,Type_of_fuel_used_for_cooking_Any_other_Households,Type_of_latrine_facility_Pit_latrine_Households,Type_of_latrine_facility_Other_latrine_Households,Type_of_latrine_facility_Night_soil_disposed_into_open_drain_Households,Type_of_latrine_facility_Flush_pour_flush_latrine_connected_to_other_system_Households,Not_having_bathing_facility_within_the_premises_Total_Households,Not_having_latrine_facility_within_the_premises_Alternative_source_Open_Households,Main_source_of_drinking_water_Un_covered_well_Households,Main_source_of_drinking_water_Handpump_Tubewell_Borewell_Households,Main_source_of_drinking_water_Spring_Households,Main_source_of_drinking_water_River_Canal_Households,Main_source_of_drinking_water_Other_sources_Households,Main_source_of_drinking_water_Other_sources_Spring_River_Canal_Tank_Pond_Lake_Other_sources__Households,Location_of_drinking_water_source_Near_the_premises_Households,Location_of_drinking_water_source_Within_the_premises_Households,Main_source_of_drinking_water_Tank_Pond_Lake_Households,Main_source_of_drinking_water_Tapwater_Households,Main_source_of_drinking_water_Tubewell_Borehole_Households,Household_size_1_person_Households,Household_size_2_persons_Households,Household_size_1_to_2_persons,Household_size_3_persons_Households,Household_size_3_to_5_persons_Households,Household_size_4_persons_Households,Household_size_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_persons_and_above_Households,Location_of_drinking_water_source_Away_Households,Married_couples_1_Households,Married_couples_2_Households,Married_couples_3_Households,Married_couples_3_or_more_Households,Married_couples_4_Households,Married_couples_5__Households,Married_couples_None_Households,Power_Parity_Less_than_Rs_45000,Power_Parity_Rs_45000_90000,Power_Parity_Rs_90000_150000,Power_Parity_Rs_45000_150000,Power_Parity_Rs_150000_240000,Power_Parity_Rs_240000_330000,Power_Parity_Rs_150000_330000,Power_Parity_Rs_330000_425000,Power_Parity_Rs_425000_545000,Power_Parity_Rs_330000_545000,Power_Parity_Above_Rs_545000,Total_Power_Parity
399,JHARKHAND,Jatasna,1803653,740188,2203646,139814,1315305,586757,310588,568627,199139,382062,108,4400,545532,331840,154937,265684,553351,2040051,593912,312751,10709,140893,1840580,208083,279,932,2728,31262,407,70,481582,97883,6566,26152,610525,886973,189801,192139,50753,232315,549536,178969,22002,1590,377518,73767,1216446,2929811,587080,254075,2894,104866,18933,54529,140021,8935,110243,20299,130794,39943,170619,103,137834,1188674,245667,285574,3305,28885,380,12795,388,7210,6198,29496,503076,34500,3725,96,504,3330,15368,205616,11244,777,33480,6425,13924,33124,31586,237382,41239,37005,239236,6645,16058,44932,206747,110929,20842,8512,2463,973,40239,183,182,864,1700,1667,282,3105,112,33,383,35,1951
109,UTTAR PRADESH,Nankaabh,379281,565090,998810,499147,597617,552084,200862,684143,145980,55864,28503,207928,517266,798827,489409,2202984,167147,1304417,183221,228805,13758,530112,1899856,460833,916,386,281,26387,51167,4493,236747,332254,3428,12397,17387,99451,1233444,451154,146099,148464,17809,82873,111138,15837,1696173,2113363,3475754,1399023,1087573,268301,2070,12984,1183,40578,91711,3778,273590,8638,301764,123345,22226,29532,837630,85777,185776,85006,47334,6673,30,40391,7646,4872,3309,16217,176179,20840,98605,152,1594,1729,34981,183142,140532,174,63734,38318,13921,8192,118414,26534,352216,65644,33804,150040,2834,19340,650538,70425,7726,39258,2310,93,32555,266,1614,383,1945,29,375,216,124,24,478,588,3072
169,ANDHRA PRADESH,Bongsah,522326,1522088,300534,854984,66883,446925,318627,36000,134297,0,12999,387,373120,31599,264604,1076290,164063,434534,90652,20368,20336,831756,732756,1180505,911,925,285,398,316,1907,2661,232515,3320,27188,676885,413053,169159,129934,420740,197734,138086,140257,190050,953,2054272,738456,4287507,596369,85713,122981,3893,297759,13801,16064,11916,9417,244053,6239,160472,954605,20197,3176,304723,69556,30849,379487,10847,100227,20,93315,931,112,22684,25283,308327,43000,534423,1877,235,3293,11029,290773,139195,441,262560,6542,3196,24685,5723,29098,284366,306251,90950,62138,32688,31058,67273,113881,1708,8646,4265,34,11623,277,471,829,504,29,21,92,4,377,606,36,264
30,MADHYA PRADESH,Ghkelpai,1678834,1589247,1499296,1224314,1306684,597063,75496,73565,88959,23014,0,3072,998259,599381,140303,176537,148237,728408,85444,149814,7531,147743,2814,182842,2154,222,312466,3,81,394,12459,158888,183,177383,16225,7334,406250,87552,78258,139129,60469,133487,11728,6933,210603,485605,1389087,2136605,1076081,251976,7414,196014,31238,32547,17844,6294,170023,4873,62859,186878,9738,24003,571301,117546,131217,112859,149309,64213,914,8086,6439,5323,16325,24374,246172,2310,199761,247,288,7142,44467,40497,119407,1810,769862,17823,325,16706,56827,61810,108999,100458,113983,43946,21546,4837,6544,22630,14808,83,2523,209,35795,251,185,444,5569,29,19,307,207,18,14,61,981
420,GUJARAT,Diunrgi i,3499182,774791,1095111,730433,319379,294454,132556,25164,4031,28777,5190,224113,580184,1081658,349203,832224,111355,985908,328549,741300,38590,1151283,1182554,3391,71337,160,3296,432,4,2618,40931,170650,174,22970,2412,2236,620771,21893,600686,254377,695187,5581,39512,22537,498995,292005,7511199,1036171,106123,55699,1586,296068,11364,36241,73185,6809,107882,12025,60641,5102,1194,24980,66595,76955,27712,577862,18701,30952,674,3725,5695,742,3138,192713,212496,1913,218707,7883,4248,1111,26593,133127,58045,1054,110702,1799,3895,24811,299154,119324,77637,43237,42028,185655,34586,121036,245447,68890,404,15416,965,30,1848,144,798,248,3493,182,43,964,38,18,1917,24,1598
22,ARUNACHAL PRADESH,Mijhr,1203343,51068,139476,2224738,107117,896435,342200,400532,617,0,116834,27755,1216084,597402,78947,2209477,82604,213094,198685,105449,46116,163255,1633670,99051,87105,142,537,42126,44,3483,6261,1287140,27537,3263,550587,59899,267768,93761,238474,1289927,18241,518756,99480,83578,1152460,186467,1442754,769732,624529,394996,2914,175289,1852,135578,122092,6659,354926,29035,135298,287909,8588,1207,924517,90808,16277,1473194,80403,19964,3,1738,2564,128,4554,5888,5973,17717,68751,7176,2758,955,7723,48617,57991,422,64105,4717,12820,11584,79593,4195,263731,82210,8687,228114,50610,71992,20240,174382,594,566,2179,558,28175,33,1465,299,950,462,37,320,181,388,25,43,5322
200,ASSAM,Jurgaiuo,2471750,767631,413156,867939,693072,329313,55635,383774,217373,889982,49294,27797,1276584,309519,815627,1203395,91060,700445,251795,208031,16505,243958,545860,330532,250112,24044,18885,573,1722,11180,813052,524191,4313,75303,51205,16977,227242,147603,184360,244594,758740,84712,95279,9167,1172546,172614,1212753,557971,204036,490866,2199,89996,17142,49103,18371,24577,35811,4911,57520,187153,9159,14829,247579,74827,17016,267006,11310,44460,859,1392,4828,2690,6622,226883,574,1634,52584,267,937,4704,6578,111688,61239,205,117861,10330,58934,19237,80369,98535,259400,146117,28660,207856,56752,119545,336823,104064,4732,4749,12714,3,34250,186,171,41,1972,53,52,850,228,505,870,7,4015
444,BIHAR,Larbatgi,1405785,1140788,578212,1673805,577158,312158,4024,18653,42661,18114,0,147545,112266,785807,380818,286769,379759,444324,212035,391393,42614,13533,1608892,969,3794,596,922,713,86,1223,35982,44566,2279,67018,422717,58320,105136,82321,391658,195351,36756,8591,552337,12443,1323890,527379,2641328,701403,349860,445038,333,549,18553,109466,7437,11174,143327,31781,51575,570364,9099,22562,111060,102709,1108623,86441,3092,37157,5491,3394,850,364,2009,121841,456678,2795,148679,1282,457,390,4450,58018,86901,162,50038,3,5663,8991,46172,86172,103654,96456,71342,79731,24455,18793,738028,3853,12880,1060,6,1160,29497,365,699,119,1513,717,174,54,15,978,163,1051,7164
71,ANDHRA PRADESH,Pomtklnr,5120060,480480,1324861,842045,396218,566392,291356,0,0,56692,0,30978,325536,862174,860717,1126834,149624,196159,195544,254948,857,632171,284839,184012,967,459,4329,1874,180,823,827,378634,92,58761,69674,199167,91473,618462,94192,597345,221887,27149,10112,6885,1744698,555645,1666745,553086,34448,498599,79073,123643,3533,26367,71704,1492,612587,7039,45869,82681,8177,9548,132265,172594,4774,263747,11063,24693,44,13789,843,440,2364,42226,147610,18947,96649,1094,7938,288,27886,44662,578436,901,5792,2127,13052,54283,29881,51508,8584,42798,60173,97081,10051,40349,180378,92484,6262,21673,691,167,8367,52,12,872,231,71,8,296,247,30,9,1232,26010
255,BIHAR,aaan u,238479,526811,1645094,597452,1733281,270666,220888,46118,168756,53851,13126,163578,46025,554086,17722,750604,345742,2440788,493184,222326,263,284495,2210295,753240,19725,1044903,135747,1698,487,7557,37809,105320,4369,18112,31881,341168,1156447,61938,563296,573100,145797,448524,65629,1460,1317292,1050290,661292,236287,1092667,8247,309,338866,23914,6406,128820,42965,316352,6457,61295,257608,233056,12694,582760,15580,28576,785694,4759,2792,118,12326,15035,237,4763,117842,305885,4560,186762,2458,465,2006,33089,140703,91484,293,38825,7619,20458,37660,42282,2274,364781,20692,28332,341040,16856,76974,217408,23327,4891,1143,3818,619,57593,367,968,362,714,316,228,155,591,27,36,679,391
357,MADHYA PRADESH,Mojath,1396876,936032,424120,432012,359692,468788,308056,185852,613300,24144,172413,39102,1153441,1906016,578685,864042,360055,515028,293158,106917,9619,12201,694371,50542,749,438,162,551,13,4917,74953,85684,22781,45437,322741,133634,348637,39835,287965,112956,339032,103486,4582,18474,984299,287411,499391,524471,43797,280735,3171,124079,16672,69828,57572,8336,235983,6186,292559,39265,4248,9903,18723,235843,115450,596518,7108,29368,86,20003,1247,446,3482,223013,12152,24576,173821,651,4167,20212,3708,170438,122032,54259,110983,102779,23851,986,49391,2845,145135,15996,49305,2100,4858,112615,398215,34065,6419,7239,208,885,6672,52,228,435,1036,300,59,50,6,56,14,111,4192
337,UTTAR PRADESH,Bauhrih,2682034,965069,2425848,1068587,17264,470263,99036,86389,253938,98,52549,15004,836202,231894,16440,65914,147902,454073,368981,778568,262,558549,5910,1017,16947,23,125,46,141,1182,54151,1016977,13601,15606,7070,126862,230037,809043,88534,155029,149381,21471,214152,14671,1269768,1178754,1922602,1530434,214682,133135,11435,210270,17358,39921,369,8866,181142,24074,42759,228645,13721,12289,846265,343007,441274,156273,8841,4567,328,51065,5320,2421,7393,259102,16578,3285,426358,2090,9151,1461,3478,38544,148272,253,166005,195140,3492,50874,52131,32669,60528,38083,23294,31492,8248,137437,44999,216123,12244,81614,11022,1701,12712,507,2561,81,18,162,13,88,163,182,418,5,5455
210,JHARKHAND,Suwrwar,1800647,862997,174082,405316,785551,973978,773128,158465,0,54158,55131,0,1116840,503340,155504,659221,151310,227802,148780,270389,24832,113631,4298945,142801,73937,140,4873,1215,151,2684,133927,223031,5256,25425,434507,259731,1024546,213612,38047,323122,97641,96077,2898,3490,1142845,87969,1002552,3563604,400106,258151,535,85781,5123,47669,155241,2757,295427,829,223465,354583,17540,655,851578,8075,112576,83164,11840,36990,660,18892,3219,1962,22125,171641,136151,4736,138263,3794,568,3185,10209,389033,93190,1099,7354,167455,16370,111508,27637,56415,4192,1934,62359,89281,8708,57306,344432,58617,4369,21919,29,214,54324,581,1348,188,749,68,81,310,62,832,122,59,2633
153,BIHAR,Bhnmurr,4567480,221320,1312278,827729,462708,1086602,193641,66482,29297,6564,13718,319833,298173,909653,83853,560413,210680,357863,398957,242954,21397,593839,2100830,245240,839,4891,52508,2223,23,8555,135911,273948,4416,14952,296951,138438,523739,183600,543454,165624,151234,80305,138083,615,1246887,783110,1929267,93065,466522,276511,948,141306,12329,44111,170931,4295,245525,40322,37047,439660,18497,9031,244341,68651,102123,294343,18036,11054,378,25524,857,430,922,334069,326010,2751,154,10,488,1985,12732,146195,35815,123,49668,3426,3565,958,41864,9277,4584,10956,113061,103969,3853,36194,353434,54361,44081,10165,1195,142,11913,199,1690,272,1634,322,3,40,142,14,173,2,3115
241,KARNATAKA,Saihnirrr,54682,408375,215150,629402,1170906,306437,687,285310,124496,84917,113210,3087,318854,255236,83442,669073,194242,699225,366180,216075,46871,848125,1263322,580940,5221,239,1727,509,3097,6828,493147,109529,736,59181,202129,24308,774090,134002,599962,554839,295982,3796,204510,17679,27746,136322,140290,101649,349559,760446,4927,146390,16226,52877,68219,14249,5143,8829,22636,212508,4848,14123,149966,171204,11646,599734,30365,121320,47,5094,7471,4,248,117151,139065,26682,41288,133,3,5092,4164,142889,220458,363,8217,354,1330,1504,4317,51465,317463,92939,67224,68910,70112,115641,239339,53452,28993,9422,650,94,56767,63,569,181,1662,138,155,1985,472,285,191,236,2141
546,TAMIL NADU,Uowta rid,3609783,82113,330779,4775468,151427,357467,11893,48137,61991,41000,411,1835,786742,680480,120105,410761,215207,538887,327285,116050,50594,232874,1867799,57365,265,1422,2724,7720,16,3318,115438,450705,115577,27097,37073,81382,125223,143690,289902,93526,141538,29344,59730,16630,1882915,195313,116590,1126282,449030,569884,1992,31401,53925,18849,14331,19779,137677,6386,478720,135960,4234,3284,203351,608043,74467,571155,6944,9034,120,13695,22598,1282,7116,272566,42585,17320,424811,58,368,2921,1516,74843,109169,29,164108,5343,16985,28994,45766,3687,33145,25878,113786,146489,9414,14798,170223,103512,17861,5534,6761,1281,1848,9,186,63,1801,13,191,1503,1575,33,1682,265,2864
91,ARUNACHAL PRADESH,Sadeiat,930792,221724,124341,452656,791461,199328,129694,485708,103658,7238,48126,127672,1414245,1076623,71106,992516,21195,432068,262066,239043,7256,498445,628228,76645,1185,724,270,860,177,297,153037,1048733,12232,20288,216265,79971,625124,135133,223714,211949,896865,21807,36659,28689,1072359,399711,2248776,745021,188485,133561,869,450944,1773,23003,89126,11007,623052,9523,84808,82912,6288,10798,128293,374905,643990,50114,9543,49355,2038,7300,12046,137,1806,78196,154114,54148,206,130,135,3056,755,15576,155394,448,32241,82975,2704,13211,44980,23667,23286,1689,33960,94577,50828,77405,981404,129663,10933,29127,10466,246,13404,155,561,413,4330,188,35,811,252,24,31,0,73
353,MADHYA PRADESH,Gdtnhhadp,843862,524144,2022327,1503863,896011,625112,288403,0,259733,0,244543,106562,1156580,392027,107328,223823,116815,1247432,176613,302007,260,1171974,1935774,451896,12432,296,3886,14,20,503,170726,30650,1504,10925,39865,26870,334148,35977,348631,100945,219042,62922,14925,16774,54565,1144316,1620972,353341,1033725,6090,798,83715,7452,41633,191585,5111,243682,205,132892,74031,7372,16739,210176,117386,681196,572935,11717,178756,95,18725,56,329,1088,357173,343828,2180,138265,50,2590,13548,13850,109497,22089,16159,12054,8930,20650,18425,44024,51722,149333,239653,101076,8608,34290,62436,360951,520,12591,23534,1561,160,75276,161,1006,777,701,145,126,49,104,10,542,96,2569
133,NCT OF DELHI,Bhrhlr,1498804,418629,20826,134280,87117,207546,100041,325136,86438,121203,36,0,205080,262114,277835,333429,95016,1080762,149831,15478,28120,659750,2162399,161253,1081,812,428,91,16442,1864,11888,233077,61,23977,753824,64268,159920,123017,110185,86286,519073,299223,162322,19837,1831037,298783,1247231,2111449,633526,352461,357,93654,29737,51973,47916,120,148436,13425,33135,129499,1014,125,693799,171310,1104044,516657,14589,5207,1871,19280,7580,1439,24035,365243,303932,2721,163862,489,1435,13495,3755,88214,20768,20643,43153,130,18627,30924,32343,71244,446524,12748,65435,85002,36677,31083,30790,72113,26022,8726,573,1635,5207,547,1360,109,4634,1179,187,110,128,255,134,49,4932
368,MAHARASHTRA,Rinmramaga,95671,42338,1912626,1592712,33054,783026,387011,147857,44020,204818,0,57454,1341809,918239,398608,411902,234189,757032,227558,91313,9139,313664,1155140,131942,860,729,199,13,92,2365,6791,25336,128775,17525,904887,218369,386032,252254,48742,276326,431208,19927,27165,6430,939991,892089,1945918,1562556,33175,255756,1129,202914,12880,57607,26564,19889,516834,514,616904,103846,17814,2654,1515718,241395,276389,146116,6075,61542,35,2393,2198,21,2173,85638,672944,12450,60841,31,92,962,12024,26406,231556,458,88114,30792,1033,43738,1548,12779,278343,18856,1599,79004,22465,44086,159508,125579,2846,15992,1004,308,29967,768,1776,1699,7620,20,149,456,271,125,61,362,1896
604,MANIPUR,arrira,1966324,1059528,429089,1342535,794567,16791,140036,37810,368409,11898,36688,39046,513562,476461,22825,1051036,234394,1264825,354246,59161,9142,35741,710034,95738,40550,263,138,615,220,3069,19436,409960,1639,50354,314824,134030,863580,220983,454310,115813,210264,94176,250792,16791,1805325,449685,393369,139143,14786,866994,423,126242,15439,258314,6907,9657,84084,1959,88219,41205,1217,2743,1505930,112180,27017,479377,28134,1235,565,249645,7897,1246,2408,204996,374825,1619,1271,2328,749,34009,1045,3713,3772,39327,14332,2377,11802,2764,12861,75825,17824,379776,82945,6833,105677,20127,43902,79124,12341,13458,13863,255,12520,176,1964,136,2268,81,189,148,29,359,217,159,643
172,MANIPUR,Bhbaeu,215952,534216,770961,643272,183645,491397,99191,179709,10711,685,3612,25429,245503,234346,82444,248706,117028,1228875,123852,102570,36269,33641,2696445,12601,2332,31252,2706,1477,39,409,244432,95002,905,4905,277777,1348344,298736,105881,556855,232235,66320,151867,68552,30692,709732,94408,806866,907390,407728,89973,1118,16904,21950,72313,6828,162,310851,2688,11329,7176,9631,2802,19933,173470,73379,379706,53653,15294,7,744,502,12,8505,85353,35055,304323,383176,1417,2194,1348,6686,366480,467341,220,6537,40186,6999,31858,45606,32536,520290,471769,62022,70778,14251,35854,169338,59620,17432,34712,1480,66,34673,232,80,1065,2274,133,187,463,20,294,430,371,452
371,ASSAM,Liolo,986888,214414,88441,1695902,402864,603949,56479,98791,276290,56693,68943,27233,472495,270665,441518,629320,83313,962659,270066,73206,32833,285369,2698383,37756,10797,999,257,1727,223,243,237246,349474,5999,31107,289929,7958,306864,44718,331131,348833,10109,275707,44298,32354,1083278,1339536,1542210,726303,733708,316238,314,173344,26317,124021,1880,14427,72340,12870,208155,529145,26100,25219,413463,90462,72736,289048,101782,19249,363,20879,6239,317,2137,25375,137684,287,96971,8697,70,2428,4095,19698,42726,299,441263,497,13363,3264,1568,46146,5285,14077,4915,95064,1357,158176,207431,79587,7573,3778,414,82,29533,639,1257,1210,5224,29,937,351,6,121,3701,190,5678
418,GUJARAT,Marpwia,1317354,1171853,276219,297887,831110,634145,300019,27942,8450,118482,8181,187249,907983,242437,105802,628531,344322,1576920,124642,406821,12290,178253,5431140,95627,3964,62,285,560,74,493,253799,43105,133792,5810,80266,37026,357174,91371,176265,445071,269657,131381,143659,6728,590448,486221,1479730,1590049,353620,81908,8400,145790,16067,15958,16587,24873,100770,11363,88336,56540,14453,917,187085,172783,238276,52768,13128,11044,9,67619,2957,572,6069,47003,25977,22108,602063,594,2718,390,2594,57019,686388,1232,6464,235717,36976,45929,26605,11607,112571,62903,5205,131303,31274,33967,178789,27302,2055,583,1231,21,39927,376,1584,1904,3151,307,258,300,6,21,60,85,903
76,BIHAR,Ghkteru,1319646,1514016,1778701,417009,794583,422030,399968,35367,91040,230818,11471,596135,1272822,892442,79409,422968,65116,2027517,107096,9150,51066,142723,1598348,322426,1699,154,109,13738,61,20800,21157,18506,1305,24327,580419,205721,964922,154723,131532,471486,307465,157404,78510,5077,354428,1092387,351053,794271,1724061,158793,312,384955,47168,126733,30423,14644,91513,9129,65843,267457,38575,23967,619421,103563,99643,191838,421,158550,188,248245,882,463,2045,169351,99871,10289,429201,42,885,462,12875,171108,45882,1417,28111,39330,8544,9303,8626,27513,117636,232225,34388,50600,4730,19740,268670,29783,10137,15863,2485,372,48597,691,598,423,1575,29,902,564,65,112,68,5,414
204,UTTAR PRADESH,Sazhru,1986336,678145,752018,584300,532769,515696,460639,155798,61306,5330,36245,9477,627808,585716,87234,2137239,35010,1315183,28040,472363,9411,119686,5318455,107070,4014,270,243,4598,104,735,17027,137482,5430,29323,840387,112700,437235,32433,357925,126776,150414,313581,26819,47235,1188920,386209,505323,99468,13429,713257,349,2787,3761,5219,336597,36297,213626,31319,101844,124727,3448,19895,61008,438082,135928,292604,28014,63863,215,68068,11502,85,635,37662,116232,11644,35834,295,447,1401,8893,159189,608946,1170,102835,47072,20395,9135,19086,244306,220911,40314,48367,328169,35888,32975,198798,3029,7330,46183,5566,239,57017,52,98,1731,231,28,21,220,26,32,1063,178,937
527,MEGHALAYA,Tyds,1840397,299355,52093,1335344,864601,599837,499629,468470,0,38934,4187,20580,223174,680031,237505,465017,302440,1055313,734614,157476,34611,424490,934145,696426,444769,283,213,5912,46,4386,318041,70258,760,60306,693105,1124,288157,414090,46846,673950,201337,104919,165991,3456,149921,899706,2238758,947044,353101,391634,368,16341,1412,37118,170671,28113,329551,24379,14318,298283,28339,25919,657178,41924,192913,66614,16812,89664,1920,4112,1383,497,8016,27540,354528,73,96260,4262,718,2287,9611,9555,32976,1418,34392,48776,6293,23879,11026,73666,255940,33202,36110,182761,7310,104916,404963,19232,52370,9242,473,97,191768,430,1156,1037,410,240,182,220,2,29,1113,0,2677
518,KERALA,Piamkn,1841321,2365695,453194,674967,561787,20375,446859,224495,150094,115955,123207,463873,556828,12785,134341,376565,295542,56470,21146,80949,18018,265770,2570842,86693,30237,573,337,11172,112,106,170728,128825,2711,14800,103401,154937,41256,71570,462760,48272,26495,419862,2968,5320,1229105,871097,586836,1073042,497654,136376,283,416534,1380,42192,86491,8226,142351,7917,631943,312259,2205,9771,132868,147114,15616,207906,31021,13369,569,13625,4500,1778,16573,132302,59374,71991,166898,592,2505,13905,9276,276266,94977,1792,703776,11788,4914,24840,15616,8231,50157,99529,85026,84546,44337,37602,202376,84309,229,24027,1877,161,228617,506,1254,995,592,43,2,139,207,71,157,191,10781
198,MAHARASHTRA,Paemtrl,1628325,328487,271387,1315121,631264,340881,251733,297377,160684,311405,140,7362,527296,330557,52911,688594,306247,1670216,36038,389098,9916,122079,3379056,185457,9341,142,87,1094,2,6757,40062,155039,43151,630,233774,5074,356552,112606,465233,232387,175239,4387,116002,81268,717168,423515,1092227,2186062,656542,226839,35472,227197,6955,2276,25150,8123,297082,192043,35249,18298,20047,25766,300783,284149,499615,133641,179680,188500,5582,16225,2498,3127,1263,189479,251318,43074,228,3301,92,247,8824,72353,120846,1524,5990,163,8312,20827,60306,42489,88904,83889,110747,87389,40832,14453,289365,120957,2656,7730,682,398,2561,223,44,1700,698,85,2339,51,38,54,183,197,1356
405,NCT OF DELHI,Vhreamn,4863066,414968,306114,2271706,544989,1256492,396022,9790,594133,46322,295003,47694,772478,28717,16505,417251,241081,1858487,85769,99744,85700,837195,3701254,103024,206021,2532,142,44397,128,525,6755,267850,3600,51815,161124,4125,624295,530967,99623,521494,12551,59817,108759,52559,591447,556697,2456860,2347482,388249,397758,4145,35308,18684,9356,127983,50120,386111,25468,81219,846539,4021,866,346997,29213,52334,117618,12995,38022,243,36328,2707,134,16602,180440,194780,71712,135,32,208,17127,1428,64894,948730,16,35575,9208,1707,2425,92592,21599,805812,109151,112323,31446,2559,1830,202730,139274,16998,3743,440,32,22009,115,403,689,988,103,122,4775,108,321,186,37,2152
